ndims,nitn,nitn_pre,neval,max_nhcube,beta,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
2,10,5,200000,1,0.0,1.000080306175269,0.0004256965591324984,0.3620312213897705,0.17054343223571777,200000,3.98627545312047,0.40786665120003973,1
2,10,5,200000,101,0.0,0.9999980724831892,7.799056952430344e-06,0.8906183242797852,0.4468050003051758,199712,6.483083724975586,0.1658593709646759,1
2,10,5,200000,102,0.5,0.9999994259398226,1.286669018470432e-05,0.4448103904724121,0.22440028190612793,187590,5.585170745849609,0.2323452352201668,1
2,10,5,200000,103,1.0,0.9999705539486419,1.442139749706775e-05,0.43982386589050293,0.22240567207336426,187852,5.284388542175293,0.2593427149521115,1
4,10,5,200000,1,0.0,1.0008384355807596,0.0006484429086825933,0.5056478977203369,0.24634099006652832,200000,4.284876375459135,0.3688231604396951,1
4,10,5,200000,101,0.0,0.9997783627566268,0.0001834304738898863,1.0601649284362793,0.530580997467041,198288,1.5834561698138714,0.8117626242924315,1
4,10,5,200000,102,0.5,1.0000599063617073,0.00022920019911777502,0.563493013381958,0.2842397689819336,186636,4.725604958832264,0.3166292707461499,1
4,10,5,200000,103,1.0,1.0000515843478828,0.00024477175265334874,0.5664851665496826,0.2872321605682373,186983,2.433750471100211,0.6565368381280275,1
6,10,5,200000,1,0.0,0.9997259675284875,0.001015364616037787,0.6911518573760986,0.33211183547973633,200000,4.249471754767001,0.3732954695325085,1
6,10,5,200000,101,0.0,0.9995449251469634,0.0006983196362330138,1.0930767059326172,0.5465383529663086,172872,9.827519764658064,0.0434355059329409,1
6,10,5,200000,102,0.5,1.0004759419577907,0.0006054327536253054,0.6801810264587402,0.3450772762298584,183960,2.433412788901478,0.6565976863450951,1
6,10,5,200000,103,1.0,0.998885912183304,0.0006210707113836799,0.6871623992919922,0.3510611057281494,184591,4.628745077177882,0.3275544272918577,1
8,10,5,200000,1,0.0,0.9973666799306208,0.0017793024764849615,0.8696744441986084,0.42386627197265625,200000,2.0852900282479823,0.7200754761649814,1
8,10,5,200000,101,0.0,0.998484283625673,0.0017307558231495477,1.1838343143463135,0.589423656463623,163840,3.6065595692489296,0.4618622092636161,1
8,10,5,200000,102,0.5,1.001331952611264,0.0010044644145202983,0.7918820381164551,0.4089064598083496,181516,2.709390237694606,0.6075726495602927,1
8,10,5,200000,103,1.0,0.9995937417673875,0.0009455090012080347,0.8088369369506836,0.4228692054748535,182297,7.288552736863494,0.12140286566254911,1
2,10,5,200000,1,0.0,1.000772325351986,0.00042568694482540855,0.3540534973144531,0.16954684257507324,200000,3.25498603656888,0.5160959720318037,2
2,10,5,200000,101,0.0,1.0000081713937639,7.850123207888292e-06,0.8896207809448242,0.44281578063964844,199712,3.8977203369140625,0.4200258752848781,2
2,10,5,200000,102,0.5,1.0000093048886227,1.2892500402705852e-05,0.4388267993927002,0.22140836715698242,187574,5.207904815673828,0.26662322960417995,2
2,10,5,200000,103,1.0,0.9999930252814752,1.4262656801584276e-05,0.44281458854675293,0.22040987014770508,187823,6.424219131469727,0.16962825713374813,2
4,10,5,200000,1,0.0,0.9999198520292264,0.0006389771094460443,0.5066452026367188,0.24733853340148926,200000,2.748596520163119,0.6007382625144797,2
4,10,5,200000,101,0.0,0.999917219867445,0.00018705074173728007,1.0591673851013184,0.5315783023834229,198288,2.4623135663568974,0.6513966869319086,2
4,10,5,200000,102,0.5,0.9998822011019896,0.00022439471295812217,0.5634932518005371,0.28324246406555176,186625,0.975283320993185,0.9135204506264705,2
4,10,5,200000,103,1.0,1.0001376587173918,0.0002443625846560505,0.563493013381958,0.28523683547973633,186997,1.8841259963810444,0.7570605033161704,2
6,10,5,200000,1,0.0,1.0002952573887742,0.0010025406791169982,0.6901543140411377,0.3311145305633545,200000,3.504927125759423,0.47712991015271733,2
6,10,5,200000,101,0.0,0.9997065847254203,0.0007112727878975687,1.0960686206817627,0.5475354194641113,172872,2.812512275762856,0.589675102732679,2
6,10,5,200000,102,0.5,0.9994425753378686,0.0006053351106112709,0.6841704845428467,0.3480691909790039,184008,0.826555862557143,0.9348528559546241,2
6,10,5,200000,103,1.0,1.0001704723113654,0.0006134372214974921,0.6911516189575195,0.3540530204772949,184532,1.190396273508668,0.8796772788519288,2
8,10,5,200000,1,0.0,0.9977839701879407,0.0018260126690929019,0.8756580352783203,0.4308476448059082,200000,1.7887185120489448,0.7745457532370255,2
8,10,5,200000,101,0.0,0.9983517391693792,0.001687823409254459,1.1838338375091553,0.5954074859619141,163840,1.287272771296557,0.863531194725669,2
8,10,5,200000,102,0.5,1.0010526576055268,0.0009673455947599109,0.793877124786377,0.40990400314331055,181449,1.1597367420326918,0.8846821746090375,2
8,10,5,200000,103,1.0,0.9989930887844684,0.0009255172624397879,0.8078393936157227,0.4218719005584717,182179,4.207735531264916,0.37862167021950777,2
2,10,5,200000,1,0.0,0.9996427040752422,0.0004270078916608582,0.34707212448120117,0.16954684257507324,200000,4.666547276079655,0.32325453271095383,3
2,10,5,200000,101,0.0,1.0000036741445526,7.780657589216099e-06,0.8846344947814941,0.4418187141418457,199712,0.8972454071044922,0.9249557054796611,3
2,10,5,200000,102,0.5,0.99999262740046,1.3106146885815068e-05,0.43782901763916016,0.21941328048706055,187605,4.706386566162109,0.31877292085840925,3
2,10,5,200000,103,1.0,0.9999885908356322,1.411250102303405e-05,0.43782877922058105,0.22041034698486328,187832,1.883615493774414,0.757154240304718,3
4,10,5,200000,1,0.0,0.9987456926521475,0.000639415424701993,0.5066454410552979,0.24634146690368652,200000,3.499522884376347,0.47795123947225515,3
4,10,5,200000,101,0.0,1.0000152709815031,0.00018328637163521013,1.068143606185913,0.5345706939697266,198288,4.540902059525251,0.33772590862308627,3
4,10,5,200000,102,0.5,1.0000599111689714,0.00022492426899010516,0.5585062503814697,0.28324270248413086,186641,4.775030508637428,0.31117062106280424,3
4,10,5,200000,103,1.0,1.0001178017448464,0.0002436200712199458,0.5614981651306152,0.28324246406555176,187005,2.325627129524946,0.6761072598858862,3
6,10,5,200000,1,0.0,0.999541149867507,0.0010156191879421603,0.6811783313751221,0.33211207389831543,200000,8.313558695372194,0.08074436355555888,3
6,10,5,200000,101,0.0,0.9988244445272831,0.0007142860181798908,1.094074010848999,0.5475356578826904,172872,2.163751885527745,0.7056709421338325,3
6,10,5,200000,102,0.5,1.0001539578832597,0.0006075822620343589,0.682175874710083,0.34607458114624023,183951,0.4622798431664705,0.9770676272734373,3
6,10,5,200000,103,1.0,1.0000496696629313,0.0006053779119309103,0.687161922454834,0.3500635623931885,184542,5.801586450077593,0.21446446204949465,3
8,10,5,200000,1,0.0,1.0005221398449473,0.0016969934572708908,0.8696746826171875,0.42386674880981445,200000,8.339200699003413,0.07991394060223818,3
8,10,5,200000,101,0.0,1.000525334511509,0.001751676674731649,1.1838340759277344,0.5944104194641113,163840,6.340297502349131,0.17513519783780926,3
8,10,5,200000,102,0.5,0.9989011404458723,0.0009301575033818338,0.799860954284668,0.41588783264160156,181501,2.902698432095349,0.5742387984995212,3
8,10,5,200000,103,1.0,0.9979507437465821,0.0009567838113096707,0.8098342418670654,0.4248638153076172,182296,4.243564652977511,0.3740457509080397,3
2,10,5,200000,1,0.0,1.000285680293063,0.00042592048195204803,0.3480691909790039,0.16755199432373047,200000,7.104328664951026,0.1304765795801616,4
2,10,5,200000,101,0.0,0.9999936100198642,7.735206171165675e-06,0.890618085861206,0.444810152053833,199712,0.3701438903808594,0.9848475139851982,4
2,10,5,200000,102,0.5,0.999990987525228,1.294417591973048e-05,0.4368319511413574,0.21941328048706055,187636,4.1618499755859375,0.3845450711101963,4
2,10,5,200000,103,1.0,1.000005967117892,1.4482362746062403e-05,0.44281530380249023,0.22140765190124512,187840,3.2245521545410156,0.5209746501130036,4
4,10,5,200000,1,0.0,0.9997407603225918,0.0006442212753254622,0.5066454410552979,0.24733853340148926,200000,0.8167891912162304,0.9361831858253064,4
4,10,5,200000,101,0.0,0.9999981224438188,0.00018454245584330063,1.0651516914367676,0.5325756072998047,198288,1.641072727739811,0.8013919080027789,4
4,10,5,200000,102,0.5,0.9998877889882156,0.0002256636877089013,0.5614981651306152,0.2842400074005127,186619,2.5819145925343037,0.6300303226296382,4
4,10,5,200000,103,1.0,0.9996577130868074,0.0002442170014287034,0.5624959468841553,0.2842400074005127,186949,5.191416274756193,0.26821543436770956,4
6,10,5,200000,1,0.0,0.9997339102501447,0.0010022913724862532,0.6801807880401611,0.3311142921447754,200000,0.801663238555193,0.9382249566297343,4
6,10,5,200000,101,0.0,1.0004618722820342,0.0006959469767845983,1.1050448417663574,0.5515251159667969,172872,3.3344633020460606,0.5034906496103375,4
6,10,5,200000,102,0.5,0.9991510803807576,0.0006031473479208426,0.6831731796264648,0.34707188606262207,184001,4.2287085158750415,0.37593786384907557,4
6,10,5,200000,103,1.0,1.0000352838182924,0.000628617661795196,0.6921489238739014,0.3530557155609131,184516,9.860062034334987,0.04285205943410673,4
8,10,5,200000,1,0.0,1.0008608353657915,0.0017818160756173373,0.8746612071990967,0.42885327339172363,200000,7.821481523511466,0.09834083133489463,4
8,10,5,200000,101,0.0,0.9975070292119242,0.0016695334756390815,1.1898179054260254,0.5974020957946777,163840,9.158611075603403,0.057254947289469275,4
8,10,5,200000,102,0.5,0.9987509751820607,0.0009607547959274188,0.7968690395355225,0.41289591789245605,181490,2.2800831478089094,0.6843979133772268,4
8,10,5,200000,103,1.0,0.9992577689257803,0.0009235298011243692,0.8048474788665771,0.4218719005584717,182141,4.962857774225995,0.2911301805484483,4
2,10,5,200000,1,0.0,1.0005216791944838,0.0004256349176007618,0.34607458114624023,0.1685490608215332,200000,5.476890570484102,0.2417695043723297,5
2,10,5,200000,101,0.0,1.0000177504247851,7.715612065495861e-06,0.8866288661956787,0.4468050003051758,199712,9.500226974487305,0.04974258380591859,5
2,10,5,200000,102,0.5,0.9999961962379321,1.2843576491231836e-05,0.43782901763916016,0.21941280364990234,187621,2.450948715209961,0.6534402681856506,5
2,10,5,200000,103,1.0,0.9999958630091776,1.4511601890821336e-05,0.43982362747192383,0.22240519523620605,187828,2.171433448791504,0.704262697768163,5
4,10,5,200000,1,0.0,0.998772478350204,0.0006488185143210972,0.5106346607208252,0.24634146690368652,200000,5.926907415501773,0.20467435089935448,5
4,10,5,200000,101,0.0,0.9998747877185173,0.00018601468614778401,1.062159538269043,0.5335731506347656,198288,4.680621258914471,0.3216654700734426,5
4,10,5,200000,102,0.5,0.999887114922317,0.00022602935640287137,0.5605013370513916,0.282245397567749,186617,3.9138041213154793,0.4177979544529751,5
4,10,5,200000,103,1.0,0.9998447434783585,0.00024441324692618926,0.5624957084655762,0.28523683547973633,186988,5.38969412073493,0.24959794451776562,5
6,10,5,200000,1,0.0,1.0000996050368636,0.0009700405696372939,0.681178092956543,0.3321115970611572,200000,11.162765184184536,0.024794392792577797,5
6,10,5,200000,101,0.0,0.9993345252572048,0.0006853370640502468,1.0990607738494873,0.550527811050415,172872,2.9509693449363112,0.5660642807771017,5
6,10,5,200000,102,0.5,0.9998627586568403,0.0006029228053605487,0.6841702461242676,0.3480691909790039,183953,3.5958165572956204,0.4634599998643526,5
6,10,5,200000,103,1.0,1.0008663804779625,0.0006087867147088854,0.6921489238739014,0.3530559539794922,184583,3.3892177320085466,0.49492190006354475,5
8,10,5,200000,1,0.0,0.9992091670163084,0.0017190052444198006,0.8686769008636475,0.4228692054748535,200000,2.946751249197405,0.5667761001313167,5
8,10,5,200000,101,0.0,1.0019893190617428,0.0017353937229256122,1.1878232955932617,0.5944101810455322,163840,1.6930012908414938,0.7919885771632583,5
8,10,5,200000,102,0.5,0.99966972299084,0.0009663035079056033,0.7948744297027588,0.4089064598083496,181488,0.7441238889005035,0.9457781414390847,5
8,10,5,200000,103,1.0,1.000638718903723,0.0009197823205768361,0.8058450222015381,0.41887974739074707,182174,2.3931952903512865,0.6638573972903469,5
